EN,EN_without_numbers,,FR_without_numbers,numbers,FR
84-121123-0025 THE NEAREST SAID THE DISTRICT DOCTOR IS A GOOD ITALIAN ABBE WHO LIVES NEXT DOOR TO YOU SHALL I CALL ON HIM AS I PASS,THE NEAREST SAID THE DISTRICT DOCTOR IS A GOOD ITALIAN ABBE WHO LIVES NEXT DOOR TO YOU SHALL I CALL ON HIM AS I PASS,,Le plus proche a dit que le médecin du district est un bon abbé italien qui vit à côté de vous devrais-je l'appeler alors que je passe,84-121123-0025 ,84-121123-0025 Le plus proche a dit que le médecin du district est un bon abbé italien qui vit à côté de vous devrais-je l'appeler alors que je passe
84-121123-0026 D'AVRIGNY SAID VILLEFORT BE SO KIND I BESEECH YOU AS TO ACCOMPANY THIS GENTLEMAN HERE IS THE KEY OF THE DOOR SO THAT YOU CAN GO IN AND OUT AS YOU PLEASE YOU WILL BRING THE PRIEST WITH YOU AND WILL OBLIGE ME BY INTRODUCING HIM INTO MY CHILD'S ROOM DO YOU WISH TO SEE HIM,D'AVRIGNY SAID VILLEFORT BE SO KIND I BESEECH YOU AS TO ACCOMPANY THIS GENTLEMAN HERE IS THE KEY OF THE DOOR SO THAT YOU CAN GO IN AND OUT AS YOU PLEASE YOU WILL BRING THE PRIEST WITH YOU AND WILL OBLIGE ME BY INTRODUCING HIM INTO MY CHILD'S ROOM DO YOU WISH TO SEE HIM,,D'Avrigny a dit que Villefort soit si gentil que je vous suppose de vous accompagner ce gentleman voici la clé de la porte afin que vous puissiez entrer et sortir pendant que vous vous plaignerez le prêtre et m'obligera en le présentant dans mon Chambre de l'enfant voulez-vous le voir,84-121123-0026 ,84-121123-0026 D'Avrigny a dit que Villefort soit si gentil que je vous suppose de vous accompagner ce gentleman voici la clé de la porte afin que vous puissiez entrer et sortir pendant que vous vous plaignerez le prêtre et m'obligera en le présentant dans mon Chambre de l'enfant voulez-vous le voir
84-121123-0027 I ONLY WISH TO BE ALONE YOU WILL EXCUSE ME WILL YOU NOT,I ONLY WISH TO BE ALONE YOU WILL EXCUSE ME WILL YOU NOT,,"Je souhaite seulement être seul, tu m'excuseras, tu ne fais pas",84-121123-0027 ,"84-121123-0027 Je souhaite seulement être seul, tu m'excuseras, tu ne fais pas"
84-121123-0028 I AM GOING SIR AND I DO NOT HESITATE TO SAY THAT NO PRAYERS WILL BE MORE FERVENT THAN MINE,I AM GOING SIR AND I DO NOT HESITATE TO SAY THAT NO PRAYERS WILL BE MORE FERVENT THAN MINE,,Je vais monsieur et je n'hésite pas à dire qu'aucune prière ne sera plus fervente que la mienne,84-121123-0028 ,84-121123-0028 Je vais monsieur et je n'hésite pas à dire qu'aucune prière ne sera plus fervente que la mienne
2078-142845-0000 KIRKLEATHAM YEAST,KIRKLEATHAM YEAST,,Levure kirkleatham,2078-142845-0000 ,2078-142845-0000 Levure kirkleatham
2078-142845-0001 SEVENTEEN SEVENTEEN,SEVENTEEN SEVENTEEN,,Dix-sept dix-sept,2078-142845-0001 ,2078-142845-0001 Dix-sept dix-sept
2078-142845-0002 TO MAKE GOOD HOME MADE BREAD,TO MAKE GOOD HOME MADE BREAD,,Pour faire du bon pain fait maison,2078-142845-0002 ,2078-142845-0002 Pour faire du bon pain fait maison
2078-142845-0003 SEVENTEEN EIGHTEEN,SEVENTEEN EIGHTEEN,,Dix-sept dix-huit,2078-142845-0003 ,2078-142845-0003 Dix-sept dix-huit
2078-142845-0004 MODE PUT THE FLOUR INTO A LARGE EARTHENWARE BOWL OR DEEP PAN THEN WITH A STRONG METAL OR WOODEN SPOON HOLLOW OUT THE MIDDLE BUT DO NOT CLEAR IT ENTIRELY AWAY FROM THE BOTTOM OF THE PAN AS IN THAT CASE THE SPONGE OR LEAVEN AS IT WAS FORMERLY TERMED WOULD STICK TO IT WHICH IT OUGHT NOT TO DO,MODE PUT THE FLOUR INTO A LARGE EARTHENWARE BOWL OR DEEP PAN THEN WITH A STRONG METAL OR WOODEN SPOON HOLLOW OUT THE MIDDLE BUT DO NOT CLEAR IT ENTIRELY AWAY FROM THE BOTTOM OF THE PAN AS IN THAT CASE THE SPONGE OR LEAVEN AS IT WAS FORMERLY TERMED WOULD STICK TO IT WHICH IT OUGHT NOT TO DO,,"Mode Mettez la farine dans un grand bol en terre cuite ou une casserole profonde puis avec un métal fort ou une cuillère en bois creux au milieu, mais ne le dégage pas entièrement du bas de la casserole comme dans ce cas l'éponge ou le levain comme il était autrefois appelé Resterait à lui ce qu'il ne devrait pas faire",2078-142845-0004 ,"2078-142845-0004 Mode Mettez la farine dans un grand bol en terre cuite ou une casserole profonde puis avec un métal fort ou une cuillère en bois creux au milieu, mais ne le dégage pas entièrement du bas de la casserole comme dans ce cas l'éponge ou le levain comme il était autrefois appelé Resterait à lui ce qu'il ne devrait pas faire"
2078-142845-0005 NEXT TAKE EITHER A LARGE TABLESPOONFUL OF BREWER'S YEAST WHICH HAS BEEN RENDERED SOLID BY MIXING IT WITH PLENTY OF COLD WATER AND LETTING IT AFTERWARDS STAND TO SETTLE FOR A DAY AND NIGHT OR NEARLY AN OUNCE OF GERMAN YEAST PUT IT INTO A LARGE BASIN AND PROCEED TO MIX IT SO THAT IT SHALL BE AS SMOOTH AS CREAM WITH THREE QUARTERS PINT OF WARM MILK AND WATER OR WITH WATER ONLY THOUGH EVEN A VERY LITTLE MILK WILL MUCH IMPROVE THE BREAD,NEXT TAKE EITHER A LARGE TABLESPOONFUL OF BREWER'S YEAST WHICH HAS BEEN RENDERED SOLID BY MIXING IT WITH PLENTY OF COLD WATER AND LETTING IT AFTERWARDS STAND TO SETTLE FOR A DAY AND NIGHT OR NEARLY AN OUNCE OF GERMAN YEAST PUT IT INTO A LARGE BASIN AND PROCEED TO MIX IT SO THAT IT SHALL BE AS SMOOTH AS CREAM WITH THREE QUARTERS PINT OF WARM MILK AND WATER OR WITH WATER ONLY THOUGH EVEN A VERY LITTLE MILK WILL MUCH IMPROVE THE BREAD,,"Ensuite, prenez une grande cuillère à soupe de levure de Brewer qui a été rendue solide en la mélangeant avec beaucoup d'eau froide et en la laissant par la suite pour se contenter d'une journée et d'une nuit ou presque une once de levure allemande la met dans un grand bassin et procédez à Mélanger pour qu'il soit aussi lisse que la crème avec trois quartiers de pinte de lait chaud et d'eau ou avec de l'eau uniquement, même si même un très peu de lait améliorera beaucoup le pain",2078-142845-0005 ,"2078-142845-0005 Ensuite, prenez une grande cuillère à soupe de levure de Brewer qui a été rendue solide en la mélangeant avec beaucoup d'eau froide et en la laissant par la suite pour se contenter d'une journée et d'une nuit ou presque une once de levure allemande la met dans un grand bassin et procédez à Mélanger pour qu'il soit aussi lisse que la crème avec trois quartiers de pinte de lait chaud et d'eau ou avec de l'eau uniquement, même si même un très peu de lait améliorera beaucoup le pain"
2078-142845-0006 LOOK AT IT FROM TIME TO TIME WHEN IT HAS BEEN LAID FOR NEARLY AN HOUR AND WHEN THE YEAST HAS RISEN AND BROKEN THROUGH THE FLOUR SO THAT BUBBLES APPEAR IN IT YOU WILL KNOW THAT IT IS READY TO BE MADE UP INTO DOUGH,LOOK AT IT FROM TIME TO TIME WHEN IT HAS BEEN LAID FOR NEARLY AN HOUR AND WHEN THE YEAST HAS RISEN AND BROKEN THROUGH THE FLOUR SO THAT BUBBLES APPEAR IN IT YOU WILL KNOW THAT IT IS READY TO BE MADE UP INTO DOUGH,,Regardez-le de temps en temps quand il est posé pendant près d'une heure et quand la levure a augmenté et a brisé la farine afin que des bulles y apparaissent,2078-142845-0006 ,2078-142845-0006 Regardez-le de temps en temps quand il est posé pendant près d'une heure et quand la levure a augmenté et a brisé la farine afin que des bulles y apparaissent
2078-142845-0007 THEN PLACE THE PAN ON A STRONG CHAIR OR DRESSER OR TABLE OF CONVENIENT HEIGHT POUR INTO THE SPONGE THE REMAINDER OF THE WARM MILK AND WATER STIR INTO IT AS MUCH OF THE FLOUR AS YOU CAN WITH THE SPOON THEN WIPE IT OUT CLEAN WITH YOUR FINGERS AND LAY IT ASIDE,THEN PLACE THE PAN ON A STRONG CHAIR OR DRESSER OR TABLE OF CONVENIENT HEIGHT POUR INTO THE SPONGE THE REMAINDER OF THE WARM MILK AND WATER STIR INTO IT AS MUCH OF THE FLOUR AS YOU CAN WITH THE SPOON THEN WIPE IT OUT CLEAN WITH YOUR FINGERS AND LAY IT ASIDE,,"Ensuite, placez la casserole sur une chaise forte ou une commode ou une table de hauteur pratique verser dans l'éponge le reste du lait chaud et de l'eau y suscite autant de farine que vous le pouvez avec la cuillère, puis essuyez-le avec vos doigts et Mettre de côté",2078-142845-0007 ,"2078-142845-0007 Ensuite, placez la casserole sur une chaise forte ou une commode ou une table de hauteur pratique verser dans l'éponge le reste du lait chaud et de l'eau y suscite autant de farine que vous le pouvez avec la cuillère, puis essuyez-le avec vos doigts et Mettre de côté"
2078-142845-0008 TURN IT THEN ON TO A PASTE BOARD OR VERY CLEAN DRESSER AND WITH A LARGE SHARP KNIFE DIVIDE IT IN TWO MAKE IT UP QUICKLY INTO LOAVES AND DISPATCH IT TO THE OVEN MAKE ONE OR TWO INCISIONS ACROSS THE TOPS OF THE LOAVES AS THEY WILL RISE MORE EASILY IF THIS BE DONE,TURN IT THEN ON TO A PASTE BOARD OR VERY CLEAN DRESSER AND WITH A LARGE SHARP KNIFE DIVIDE IT IN TWO MAKE IT UP QUICKLY INTO LOAVES AND DISPATCH IT TO THE OVEN MAKE ONE OR TWO INCISIONS ACROSS THE TOPS OF THE LOAVES AS THEY WILL RISE MORE EASILY IF THIS BE DONE,,"Allumez-le ensuite vers une planche à pâtisserie ou une commode très propre et avec un grand couteau bien aiguisé, divisez-le en deux, se rattrapez rapidement en pains et envoyez-le au four, faites une ou deux incisions sur le dessus des pains car ils augmenteront plus Facilement si cela est fait",2078-142845-0008 ,"2078-142845-0008 Allumez-le ensuite vers une planche à pâtisserie ou une commode très propre et avec un grand couteau bien aiguisé, divisez-le en deux, se rattrapez rapidement en pains et envoyez-le au four, faites une ou deux incisions sur le dessus des pains car ils augmenteront plus Facilement si cela est fait"
2078-142845-0009 ILLUSTRATION ITALIAN MILLET,ILLUSTRATION ITALIAN MILLET,,Illustration millet italien,2078-142845-0009 ,2078-142845-0009 Illustration millet italien
2078-142845-0010 ITALIAN MILLET OR GREAT INDIAN MILLET IS CULTIVATED IN EGYPT AND NUBIA WHERE IT IS CALLED DHOURRA AND IS USED AS HUMAN FOOD AS WELL AS FOR THE FERMENTATION OF BEER,ITALIAN MILLET OR GREAT INDIAN MILLET IS CULTIVATED IN EGYPT AND NUBIA WHERE IT IS CALLED DHOURRA AND IS USED AS HUMAN FOOD AS WELL AS FOR THE FERMENTATION OF BEER,,Le mil italien ou le grand millet indien est cultivé en Égypte et en Nubie où il est appelé Dhourra et est utilisé comme nourriture humaine ainsi que pour la fermentation de la bière,2078-142845-0010 ,2078-142845-0010 Le mil italien ou le grand millet indien est cultivé en Égypte et en Nubie où il est appelé Dhourra et est utilisé comme nourriture humaine ainsi que pour la fermentation de la bière
2078-142845-0011 IT WILL GROW ON POOR SOILS AND IS EXTREMELY PRODUCTIVE,IT WILL GROW ON POOR SOILS AND IS EXTREMELY PRODUCTIVE,,Il pousse sur des sols pauvres et est extrêmement productif,2078-142845-0011 ,2078-142845-0011 Il pousse sur des sols pauvres et est extrêmement productif
2078-142845-0012 IT HAS BEEN INTRODUCED INTO ITALY WHERE THEY MAKE A COARSE BREAD FROM IT AND IT IS ALSO EMPLOYED IN PASTRY AND PUDDINGS THEY ALSO USE IT FOR FEEDING HORSES AND DOMESTIC FOWLS,IT HAS BEEN INTRODUCED INTO ITALY WHERE THEY MAKE A COARSE BREAD FROM IT AND IT IS ALSO EMPLOYED IN PASTRY AND PUDDINGS THEY ALSO USE IT FOR FEEDING HORSES AND DOMESTIC FOWLS,,Il a été introduit en Italie où ils en font un pain grossier et il est également utilisé en pâtisserie et puddings qu'ils l'utilisent également pour nourrir les chevaux et les volailles domestiques,2078-142845-0012 ,2078-142845-0012 Il a été introduit en Italie où ils en font un pain grossier et il est également utilisé en pâtisserie et puddings qu'ils l'utilisent également pour nourrir les chevaux et les volailles domestiques
2078-142845-0013 A YELLOW VARIETY CALLED GOLDEN MILLET IS SOLD IN THE GROCERS SHOPS FOR MAKING PUDDINGS AND IS VERY DELICATE AND WHOLESOME,A YELLOW VARIETY CALLED GOLDEN MILLET IS SOLD IN THE GROCERS SHOPS FOR MAKING PUDDINGS AND IS VERY DELICATE AND WHOLESOME,,Une variété jaune appelée Golden Millet est vendue dans les boutiques d'épiciers pour faire des puddings et est très délicat et sain,2078-142845-0013 ,2078-142845-0013 Une variété jaune appelée Golden Millet est vendue dans les boutiques d'épiciers pour faire des puddings et est très délicat et sain
2078-142845-0014 ANOTHER ADVANTAGE THE RED WHEATS POSSESS IS THEIR COMPARATIVE IMMUNITY FROM THE ATTACKS OF MILDEW AND FLY,ANOTHER ADVANTAGE THE RED WHEATS POSSESS IS THEIR COMPARATIVE IMMUNITY FROM THE ATTACKS OF MILDEW AND FLY,,Un autre avantage que possèdent les blé rouges est leur immunité comparative des attaques de la moisissure et de la volée,2078-142845-0014 ,2078-142845-0014 Un autre avantage que possèdent les blé rouges est leur immunité comparative des attaques de la moisissure et de la volée
2078-142845-0015 MODE BOIL THE RICE IN WATER UNTIL IT IS QUITE TENDER POUR OFF THE WATER AND PUT THE RICE BEFORE IT IS COLD TO THE FLOUR,MODE BOIL THE RICE IN WATER UNTIL IT IS QUITE TENDER POUR OFF THE WATER AND PUT THE RICE BEFORE IT IS COLD TO THE FLOUR,,Mode faire bouillir le riz dans l'eau jusqu'à ce qu'il soit assez tendre pour verser l'eau et mettre le riz avant qu'il ne soit froid sur la farine,2078-142845-0015 ,2078-142845-0015 Mode faire bouillir le riz dans l'eau jusqu'à ce qu'il soit assez tendre pour verser l'eau et mettre le riz avant qu'il ne soit froid sur la farine
2078-142845-0016 ILLUSTRATION MAIZE PLANT,ILLUSTRATION MAIZE PLANT,,Plante d'illustration de maïs,2078-142845-0016 ,2078-142845-0016 Plante d'illustration de maïs
2078-142845-0017 MAIZE NEXT TO WHEAT AND RICE MAIZE IS THE GRAIN MOST USED IN THE NOURISHMENT OF MAN,MAIZE NEXT TO WHEAT AND RICE MAIZE IS THE GRAIN MOST USED IN THE NOURISHMENT OF MAN,,Le maïs à côté du maïs de blé et de riz est le grain le plus utilisé dans la nourriture de l'homme,2078-142845-0017 ,2078-142845-0017 Le maïs à côté du maïs de blé et de riz est le grain le plus utilisé dans la nourriture de l'homme
2078-142845-0018 IF CARRIED ANY DISTANCE IT SHOULD BE STORED AWAY IN AIR TIGHT VESSELS,IF CARRIED ANY DISTANCE IT SHOULD BE STORED AWAY IN AIR TIGHT VESSELS,,"S'il est transporté de distance, il doit être stocké dans des navires serrés",2078-142845-0018 ,"2078-142845-0018 S'il est transporté de distance, il doit être stocké dans des navires serrés"
2078-142845-0019 SOME OF THE PREPARATIONS OF MAIZE FLOUR ARE VERY GOOD AND WHEN PARTAKEN IN MODERATION SUITABLE FOOD FOR ALMOST EVERYBODY,SOME OF THE PREPARATIONS OF MAIZE FLOUR ARE VERY GOOD AND WHEN PARTAKEN IN MODERATION SUITABLE FOOD FOR ALMOST EVERYBODY,,Certaines des préparations de la farine de maïs sont très bonnes et lorsqu'elles sont parties dans une alimentation appropriée pour presque tout le monde,2078-142845-0019 ,2078-142845-0019 Certaines des préparations de la farine de maïs sont très bonnes et lorsqu'elles sont parties dans une alimentation appropriée pour presque tout le monde
2078-142845-0020 MODE LET THE TARTARIC ACID AND SALT BE REDUCED TO THE FINEST POSSIBLE POWDER THEN MIX THEM WELL WITH THE FLOUR,MODE LET THE TARTARIC ACID AND SALT BE REDUCED TO THE FINEST POSSIBLE POWDER THEN MIX THEM WELL WITH THE FLOUR,,Mode Laissez l'acide tartrique et le sel être réduit à la meilleure poudre possible puis bien les mélanger avec la farine,2078-142845-0020 ,2078-142845-0020 Mode Laissez l'acide tartrique et le sel être réduit à la meilleure poudre possible puis bien les mélanger avec la farine
2078-142845-0021 SOUR MILK OR BUTTERMILK MAY BE USED BUT THEN A LITTLE LESS ACID WILL BE NEEDED,SOUR MILK OR BUTTERMILK MAY BE USED BUT THEN A LITTLE LESS ACID WILL BE NEEDED,,Le lait aigre ou le babeurre peut être utilisé mais un peu moins d'acide sera nécessaire,2078-142845-0021 ,2078-142845-0021 Le lait aigre ou le babeurre peut être utilisé mais un peu moins d'acide sera nécessaire
2078-142845-0022 EXCELLENT ROLLS,EXCELLENT ROLLS,,Excellents rouleaux,2078-142845-0022 ,2078-142845-0022 Excellents rouleaux
2078-142845-0023 HOT ROLLS,HOT ROLLS,,Rouleaux chauds,2078-142845-0023 ,2078-142845-0023 Rouleaux chauds
2078-142845-0024 SEVENTEEN TWENTY FOUR,SEVENTEEN TWENTY FOUR,,Dix-sept vingt-quatre,2078-142845-0024 ,2078-142845-0024 Dix-sept vingt-quatre
2078-142845-0025 WHEN THEY ARE QUITE HOT DIVIDE THEM LENGTHWISE INTO THREE PUT SOME THIN FLAKES OF GOOD BUTTER BETWEEN THE SLICES PRESS THE ROLLS TOGETHER AND PUT THEM IN THE OVEN FOR A MINUTE OR TWO BUT NOT LONGER OR THE BUTTER WOULD OIL TAKE THEM OUT OF THE OVEN SPREAD THE BUTTER EQUALLY OVER DIVIDE THE ROLLS IN HALF AND PUT THEM ON TO A VERY HOT CLEAN DISH AND SEND THEM INSTANTLY TO TABLE,WHEN THEY ARE QUITE HOT DIVIDE THEM LENGTHWISE INTO THREE PUT SOME THIN FLAKES OF GOOD BUTTER BETWEEN THE SLICES PRESS THE ROLLS TOGETHER AND PUT THEM IN THE OVEN FOR A MINUTE OR TWO BUT NOT LONGER OR THE BUTTER WOULD OIL TAKE THEM OUT OF THE OVEN SPREAD THE BUTTER EQUALLY OVER DIVIDE THE ROLLS IN HALF AND PUT THEM ON TO A VERY HOT CLEAN DISH AND SEND THEM INSTANTLY TO TABLE,,"Quand ils sont assez chauds, divisez-les dans le sens de la longueur en trois, mettez de fines flocons de bon beurre entre les tranches, appuyez les rouleaux ensemble et mettez-les au four pendant une minute ou deux mais pas plus ou le beurre les retirerait du four. Le beurre également diviser les rouleaux en deux et les mettre sur un plat propre très chaud et les envoyer instantanément à la table",2078-142845-0025 ,"2078-142845-0025 Quand ils sont assez chauds, divisez-les dans le sens de la longueur en trois, mettez de fines flocons de bon beurre entre les tranches, appuyez les rouleaux ensemble et mettez-les au four pendant une minute ou deux mais pas plus ou le beurre les retirerait du four. Le beurre également diviser les rouleaux en deux et les mettre sur un plat propre très chaud et les envoyer instantanément à la table"
2078-142845-0026 TO MAKE DRY TOAST,TO MAKE DRY TOAST,,Faire du toast sec,2078-142845-0026 ,2078-142845-0026 Faire du toast sec
2078-142845-0027 NEVER USE NEW BREAD FOR MAKING ANY KIND OF TOAST AS IT EATS HEAVY AND BESIDES IS VERY EXTRAVAGANT,NEVER USE NEW BREAD FOR MAKING ANY KIND OF TOAST AS IT EATS HEAVY AND BESIDES IS VERY EXTRAVAGANT,,N'utilisez jamais de nouveau pain pour faire n'importe quelle sorte de toast car il mange lourd et en outre est très extravagant,2078-142845-0027 ,2078-142845-0027 N'utilisez jamais de nouveau pain pour faire n'importe quelle sorte de toast car il mange lourd et en outre est très extravagant
2078-142845-0028 MOVE IT BACKWARDS AND FORWARDS UNTIL THE BREAD IS NICELY COLOURED THEN TURN IT AND TOAST THE OTHER SIDE AND DO NOT PLACE IT SO NEAR THE FIRE THAT IT BLACKENS,MOVE IT BACKWARDS AND FORWARDS UNTIL THE BREAD IS NICELY COLOURED THEN TURN IT AND TOAST THE OTHER SIDE AND DO NOT PLACE IT SO NEAR THE FIRE THAT IT BLACKENS,,"Déplacez-le en arrière et vers l'avant jusqu'à ce que le pain soit bien coloré, puis tournez-le et faites griller de l'autre côté et ne le placez pas si près du feu qu'il se lance",2078-142845-0028 ,"2078-142845-0028 Déplacez-le en arrière et vers l'avant jusqu'à ce que le pain soit bien coloré, puis tournez-le et faites griller de l'autre côté et ne le placez pas si près du feu qu'il se lance"
2078-142845-0029 TO MAKE HOT BUTTERED TOAST SEVENTEEN TWENTY SIX,TO MAKE HOT BUTTERED TOAST SEVENTEEN TWENTY SIX,,Faire du toast au beurre chaud dix-sept vingt-six,2078-142845-0029 ,2078-142845-0029 Faire du toast au beurre chaud dix-sept vingt-six
2078-142845-0030 A LOAF OF HOUSEHOLD BREAD ABOUT TWO DAYS OLD ANSWERS FOR MAKING TOAST BETTER THAN COTTAGE BREAD THE LATTER NOT BEING A GOOD SHAPE AND TOO CRUSTY FOR THE PURPOSE,A LOAF OF HOUSEHOLD BREAD ABOUT TWO DAYS OLD ANSWERS FOR MAKING TOAST BETTER THAN COTTAGE BREAD THE LATTER NOT BEING A GOOD SHAPE AND TOO CRUSTY FOR THE PURPOSE,,"Une miche de pain ménage d'environ deux jours de réponses pour la fabrication de toasts mieux que le pain de chalet, ce dernier n'est pas une bonne forme et trop croustillant à cet effet",2078-142845-0030 ,"2078-142845-0030 Une miche de pain ménage d'environ deux jours de réponses pour la fabrication de toasts mieux que le pain de chalet, ce dernier n'est pas une bonne forme et trop croustillant à cet effet"
